Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
E6:57:40:E3:9E:94,36/70,-74,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
7E:AC:B9:C2:A7:D8,21/70,-89,"",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
78:A3:51:61:94:00,26/70,-84,"Korbank-internet-9288_2.4GHz",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
34:2C:C4:92:B0:86,27/70,-83,"UPC4329790",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
20:83:F8:27:25:90,18/70,-92,"NETIASPOT-5GHz-272588",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
20:83:F8:4E:F7:68,33/70,-77,"NETIASPOT-5GHz-4EF760",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
20:83:F8:4F:DD:68,25/70,-85,"NETIASPOT-5GHz-4FDD60",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
78:44:76:B9:EE:DC,26/70,-84,"784476B9EEDC",2.412,1,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
48:8F:5A:5C:90:9D,32/70,-78,"SmartEye-HV811",2.427,4,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
FA:8F:CA:33:19:AC,25/70,-85,"Salon.o",2.437,6,[ 1 2 5.5 11 6 24 36 48 54 ],NoInfo,NoInfo,51.131,17.0445
34:2C:C4:92:B0:C1,28/70,-82,"UPC4052878",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
34:2C:C4:66:DC:86,24/70,-86,"a_nie_lepiej_spacer?",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
34:2C:C4:92:B3:3F,28/70,-82,"Get your own",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
50:FF:20:34:DB:45,30/70,-80,"Kissa 2.4G",2.452,9,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
34:2C:C4:9F:E7:C5,26/70,-84,"Nowy maszt 5G",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
48:4B:D4:0D:A0:59,25/70,-85,"5G-Vectra-WiFi-0DA052",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
AE:22:05:C7:AF:9D,27/70,-83,"The Sparkling Guest",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
34:2C:C4:92:A4:F9,26/70,-84,"UPC4754698",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
D8:07:B6:99:95:F8,31/70,-79,"TP-Link_95F9",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
34:2C:C4:92:A3:28,22/70,-88,"UPC3877123",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
34:2C:C4:92:B1:2A,28/70,-82,"UPC5836929",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
34:2C:C4:92:A6:36,23/70,-87,"UPC3032115",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
34:2C:C4:92:A6:82,29/70,-81,"UPC6415415",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
F6:C4:4A:37:25:AD,21/70,-89,"KubaTy",5.745,149,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
AE:22:15:DA:CC:64,30/70,-80,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
AC:F8:CC:06:7E:BB,30/70,-80,"Woz_obserwacyjny_cba_nr_7",2.412,1,[ 6 9 12 18 24 63.5 63.5 63.5 802.11 ],NoInfo,NoInfo,51.131,17.0445
AC:22:05:DA:CC:64,30/70,-80,"UPC7FEC197",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
06:31:92:78:49:0B,22/70,-88,"",2.447,8,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
AE:22:35:C7:B0:A7,27/70,-83,"The Sparkling Guest",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
A8:5E:45:94:0F:A4,27/70,-83,"HomeOnly_5G",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
76:AC:B9:C2:A7:D8,24/70,-86,"",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
6C:60:EB:64:3A:60,31/70,-79,"Korbank-internet-a423_2.4GHz",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
34:2C:C4:92:B0:60,29/70,-81,"UPC4479954",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
E4:57:40:CE:65:5B,24/70,-86,"UPC1935559",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
34:2C:C4:9F:E9:2F,24/70,-86,"UPC1020321",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
34:2C:C4:92:B0:58,25/70,-85,"UPC4479954",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
80:2A:A8:7C:BC:1D,30/70,-80,"bestnet4-wf-airmax.pl-717170530",5.66,132,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
28:6D:97:F8:25:87,25/70,-85,"[air purifier]_E30AJT1003194T",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
34:2C:C4:6B:7F:57,34/70,-76,"UPC8900844",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
EC:08:6B:DD:D1:C9,29/70,-81,"advd",2.467,12,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
68:FF:7B:E4:06:03,26/70,-84,"TP-Link_0604",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.131,17.0445
68:02:B8:09:0E:7D,28/70,-82,"UPC4158327",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
28:3F:69:CA:26:8D,25/70,-85,"Xperia XZ1_b128",2.447,8,[ 1 2 5.5 11 11 ],Mb,s;,51.131,17.0445
34:2C:C4:9F:C7:D3,24/70,-86,"UPC5482181x",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
34:2C:C4:9F:E8:30,23/70,-87,"MZGONE5G",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
B6:A7:B9:BC:9C:53,21/70,-89,"",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
52:80:63:3F:5E:98,26/70,-84,"Guest_WLAN_WRO2",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.131,17.0445
0C:80:63:3F:5E:9B,24/70,-86,"WLAN_WRO2",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.131,17.0445
36:2C:94:6B:7F:57,35/70,-75,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
