Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
20:83:F8:10:48:88,30/70,-80,"NETIASPOT-2.4GHz-104884",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0453
20:83:F8:39:08:88,25/70,-82,"NETIASPOT-5GHz-390880",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
78:A3:51:61:91:60,29/70,-81,"Korbank-internet-d8c6_2.4GHz",2.427,4,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
40:5B:D8:70:52:19,31/70,-76.3333,"2.4G-Vectra-WiFi-BEBF1A",2.452,9,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0453
20:83:F8:10:02:C4,28/70,-82,"NETIASPOT-2.4GHz-1002C0",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0453
20:83:F8:10:02:C8,23/70,-87,"NETIASPOT-5GHz-1002C0",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
46:3F:8C:CB:B0:1B,32/70,-78,"",2.422,3,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
02:1A:11:F9:94:31,25/70,-85,"Wifon",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0453
78:98:E8:59:18:C5,23/70,-87,"dlink-18C3",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
20:83:F8:4F:DF:84,25/70,-85,"NETIASPOT-5GHz-4FDF7C",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
10:5A:F7:B0:9D:E0,24/70,-86,"NETIASPOT-5GHz-B09DD9",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
F4:91:1E:D1:E9:0F,33/70,-77,"1ed1e90f",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
50:2C:C6:79:E9:89,36/70,-74,"c679e989",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
40:3F:8C:CB:B0:1B,35/70,-75,"Kucharze",2.422,3,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
60:32:B1:40:A8:66,34/70,-76,"JanRouterTrzeciLaczyMaleSieci",2.447,8,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
FA:8F:CA:93:91:FE,26/70,-84,"Polk MagniFi 23414.l029",2.462,11,[ 1 2 5.5 11 6 24 36 48 54 ],NoInfo,NoInfo,51.13,17.0453
6C:72:20:A5:F9:80,21/70,-89,"Play Internet 4G LTE F97F",2.472,13,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0453
40:3F:8C:CB:B0:1A,30/70,-80,"Kucharze_5G",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
20:83:F8:37:6C:1C,28/70,-82,"NETIASPOT-5GHz-376C14",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
F8:08:4F:F1:A5:BF,23/70,-87,"Orange_Swiatlowod_A5BA",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
34:2C:C4:C3:A2:4E,29/70,-79.6667,"You shall not pass!",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
34:2C:C4:D9:1D:A5,29/70,-81,"UPC7751621",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
F4:91:1E:D1:E9:71,35/70,-75,"1ed1e971",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
D8:47:32:F0:A5:BB,23/70,-83.6667,"TP-Link_A5BB",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
D8:47:32:5D:2A:BE,21/70,-89,"TP-Link_2ABE",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
3A:43:1D:4B:2A:A2,24/70,-86,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0453
00:12:2A:AC:78:48,33/70,-77,"NETIASPOT-AC7840",2.442,7,[ 1 2 5.5 11 11 ],Mb,s;,51.13,17.0453
34:2C:C4:E7:B0:DC,35/70,-75,"UPC1877383",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0453
2E:1F:DF:FF:4B:F9,30/70,-80,"AnnaLar",2.412,1,[ 1 2 5.5 11 11 ],Mb,s;,51.13,17.0453
DE:47:32:5D:2A:BE,22/70,-88,"",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
10:27:F5:43:D8:EF,25/70,-81,"pierogi",2.442,7,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0453
20:83:F8:50:34:6C,26/70,-84,"NETIASPOT-2.4GHz-503468",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0453
D4:F8:29:8D:47:E5,25/70,-85,"Orange_Swiatlowod_47E0",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
90:5C:44:80:88:B0,28/70,-82,"UPC1FC1AC3",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
20:83:F8:26:A3:68,24/70,-83.3333,"NETIASPOT-5GHz-26A360",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
00:12:2A:57:92:68,33/70,-76.3333,"NETIASPOT-579260",2.412,1,[ 1 2 5.5 11 11 ],Mb,s;,51.13,17.0453
E8:D2:FF:F4:55:20,23/70,-87,"Orange_Swiatlowod_5520",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
50:2C:C6:3A:B0:9F,22/70,-88,"c63ab09f",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
20:83:F8:4F:DF:30,21/70,-89,"NETIASPOT-2.4GHz-4FDF2C",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0453
78:A3:51:61:8D:38,34/70,-75.3333,"Korbank-internet-1a60_2.4GHz",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
20:83:F8:11:6B:8C,30/70,-80,"NETIASPOT-2.4GHz-116B88",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0453
00:12:2A:A6:11:68,23/70,-81.6667,"NETIASPOT-A61160",2.472,13,[ 1 2 5.5 11 11 ],Mb,s;,51.13,17.0453
92:5C:14:80:88:E0,32/70,-77.3333,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0453
90:5C:44:80:88:E0,29/70,-77.6667,"UPC1FC1AC3",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0453
00:31:92:B8:7D:C1,24/70,-86,"TP-Link_7DC1",2.447,8,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
10:27:F5:43:D8:EE,24/70,-86,"pierogi",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
E8:D2:FF:5D:C3:D0,24/70,-86,"Orange_Swiatlowod_C3D0",5.52,104,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
A4:2B:B0:D4:03:8A,30/70,-80,"215B440011771",2.427,4,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
00:12:2A:8D:3E:68,30/70,-80,"NETIASPOT-8D3E60",2.452,9,[ 1 2 5.5 11 11 ],Mb,s;,51.13,17.0453
10:5A:F7:AB:D5:68,22/70,-85.5,"NETIASPOT-5GHz-ABD561",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
D8:0D:17:AD:3F:F6,24/70,-86,"TP-Link_3FF8_5G",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
72:5A:B0:C9:C5:67,24/70,-86,"",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
46:3F:8C:CB:B0:1A,23/70,-87,"",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
78:A3:51:61:8D:39,25/70,-85,"Korbank-internet-1a60 5GHz",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
6C:BA:B8:4A:A8:40,39/70,-71,"Orange_Swiatlowod_A840",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0453
78:98:E8:59:25:27,28/70,-82,"dlink-2526",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0453
34:2C:C4:C3:A2:61,36/70,-74,"You shall not pass!",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0453
20:83:F8:14:A3:14,20/70,-90,"NETIASPOT-5GHz-14A30C",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
34:2C:C4:C6:BD:A6,29/70,-81,"UPC8409630",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
E4:BE:ED:E2:9A:48,27/70,-83,"Penthouse_guest",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0453
20:83:F8:50:34:70,25/70,-85,"NETIASPOT-5GHz-503468",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
84:A0:6E:88:44:6F,23/70,-87,"Orange_Swiatlowod_446A",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
38:43:7D:C6:FA:0D,32/70,-78,"UPC0114339",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0453
