Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
34:2C:C4:E7:7F:B6,33/70,-77,"FORZA LAZIO!",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0435
36:2C:94:E7:7F:B6,33/70,-77,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0435
72:AC:B9:C1:A7:D8,28/70,-82,"",2.442,7,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1307,17.0435
20:83:F8:4A:2C:4C,24/70,-86,"NETIASPOT-5GHz-4A2C44",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
08:36:C9:90:DA:E3,33/70,-77,"Fasolkowo",2.442,7,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1307,17.0435
84:A1:D1:D5:17:F0,29/70,-81,"FunBox3-17F0",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1307,17.0435
36:2C:94:E8:A4:E3,28/70,-82,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0435
E8:D2:FF:EE:B4:E0,30/70,-80,"Orange_Swiatlowod_B4E0",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
08:36:C9:90:DA:E2,20/70,-90,"Fasolkowo5G",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
3C:84:6A:1B:01:42,30/70,-80,"Midki",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1307,17.0435
6A:02:98:09:0E:E4,30/70,-80,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0435
34:2C:C4:D8:55:88,26/70,-84,"UPC8618176",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0435
08:55:31:42:48:3B,24/70,-86,"Twoj_Lekarz_Zakladowa",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
80:2A:A8:7E:A6:B4,23/70,-87,"bestnet3-wf-airmax.pl-717170530",5.7,140,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
60:32:B1:04:42:BE,21/70,-89,"ANMS",2.447,8,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1307,17.0435
04:D9:F5:A5:B8:A8,24/70,-86,"ASUS",2.472,13,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0435
34:0A:33:B0:FF:BF,23/70,-87,"dlink-FFBD",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
18:E8:29:36:99:20,19/70,-91,"bestnet2-wko-airmax.pl-717170530",5.58,116,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
6C:BA:B8:48:B9:60,34/70,-76,"Orange_Swiatlowod_B960",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1307,17.0435
34:2C:C4:35:B2:54,36/70,-74,"UPC7582043",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0435
AE:22:15:AD:06:E1,35/70,-75,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0435
68:FF:7B:26:03:DA,24/70,-86,"freak",2.457,10,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1307,17.0435
20:83:F8:50:28:7C,27/70,-83,"NETIASPOT-5GHz-502874",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
16:27:F5:61:7F:73,23/70,-87,"",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
F4:63:1F:C2:AA:99,30/70,-80,"Kocham ciebie Julcia <3",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1307,17.0435
C4:E9:84:E7:DE:30,24/70,-86,"Korbank_Internet_111602",2.462,11,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1307,17.0435
6C:BA:B8:32:57:A0,30/70,-80,"Orange_Swiatlowod_57A0",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1307,17.0435
E4:57:40:E3:9E:C5,31/70,-79,"Oficjalna sie\xC4\x87 Jezusa Chrystusa",5.62,124,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
34:2C:C4:E7:50:A7,23/70,-87,"UPC1024805",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
5C:76:95:84:3A:0B,25/70,-84.5,"5G-Vectra-WiFi-843A04",5.28,56,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
40:5F:7D:A3:58:0A,30/70,-80,"ABORCYJNO-LEWACKA SIEC XXX 69",2.447,8,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0435
00:12:2A:77:70:08,36/70,-77.5,"NETIASPOT-777000",2.457,10,[ 1 2 5.5 11 11 ],Mb,s;,51.1307,17.0435
34:2C:C4:C1:F7:0E,25/70,-85,"UPC4738358",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
78:A3:51:61:87:C4,32/70,-81,"Korbank-internet-f668_2.4GHz",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1307,17.0435
36:2C:94:D8:55:88,26/70,-84,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0435
34:2C:C4:38:C2:A2,28/70,-81,"Fryty:)",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
34:2C:C4:92:A6:27,30/70,-80,"UPC6415415",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0435
80:2A:A8:7C:BC:1D,21/70,-89,"bestnet4-wf-airmax.pl-717170530",5.66,132,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
68:02:B8:8E:FC:4E,26/70,-84,"UPC2697071",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
72:AC:B9:C2:A7:D8,23/70,-87,"",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
3C:17:10:44:F5:35,21/70,-89,"Orange_Swiatlowod_F530",5.56,112,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0435
