Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
34:0A:33:B0:FF:BE,27/70,-82,"dlink-FFBD",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
A0:63:91:08:43:72,26/70,-84,"thirtydoorkey",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
84:A1:D1:C6:ED:A5,21/70,-89,"Orange_Swiatlowod_EDA0",5.56,112,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
68:FF:7B:E4:06:03,31/70,-81.6667,"TP-Link_0604",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
20:83:F8:4F:DD:64,33/70,-77,"NETIASPOT-2.4GHz-4FDD60",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
38:43:7D:49:36:C9,28/70,-82,"UPC0536861",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
3A:43:1D:49:36:C9,30/70,-80,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
5C:76:95:84:3A:09,28/70,-84,"2.4G-Vectra-WiFi-843A04",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
72:AC:B9:C1:A7:D8,30/70,-82,"",2.442,7,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0439
20:83:F8:4B:33:1C,25/70,-85,"Tresor_Club 5GH",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
B4:4B:D6:C1:E9:6D,22/70,-88,"Dom",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0439
E4:BE:ED:08:F9:B4,33/70,-77,"Korbank-internet_2.4G_08F9B4",2.437,6,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0439
40:5B:D8:70:32:06,24/70,-86,"2.4G-Vectra-WiFi-703200",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
30:93:BC:94:A5:00,27/70,-86.6667,"Orange_Swiatlowod_A500",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
2C:56:DC:EF:DD:00,23/70,-87,"Zaklady",2.472,13,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
50:FF:20:34:DB:47,22/70,-88,"Kissa 5G",5.28,56,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
98:FC:11:79:10:D0,27/70,-83,"IKAR",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
20:83:F8:4B:33:18,31/70,-79,"NETIASPOT-2.4GHz-4B3314",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
B4:4B:D6:C1:E9:6C,20/70,-90,"Dom",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
10:5A:F7:AF:8C:70,23/70,-87,"NETIASPOT-5GHz-AF8C69",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
7A:AC:B9:C2:A7:D8,24/70,-86,"",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
86:2A:FD:A5:9A:4E,22/70,-88,"DIRECT-4e-HP M15 LaserJet",2.437,6,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
20:83:F8:13:24:6C,20/70,-90,"NETIASPOT-5GHz-132464",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
A8:5E:45:94:0F:A0,27/70,-83.3333,"HomeOnly",2.427,4,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
8C:DE:F9:75:70:73,29/70,-81,"Kardashians",2.442,7,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
C4:E9:84:E7:DE:30,28/70,-82,"Korbank_Internet_111602",2.462,11,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0439
34:2C:C4:92:B0:5D,30/70,-80,"UPC4329790",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
20:83:F8:4E:F7:64,30/70,-80,"NETIASPOT-2.4GHz-4EF760",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
68:02:B8:09:0E:7D,27/70,-83,"UPC4158327",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
C8:3A:35:02:EC:88,25/70,-85,"O jejku",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
00:12:2A:77:70:08,27/70,-83,"NETIASPOT-777000",2.457,10,[ 1 2 5.5 11 11 ],Mb,s;,51.1306,17.0439
36:2C:94:D8:55:88,23/70,-87,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
AC:F8:CC:03:20:EB,23/70,-87,"UPC9851863",5.62,124,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
20:83:F8:50:28:7C,22/70,-88,"NETIASPOT-5GHz-502874",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
42:84:6A:1B:01:42,26/70,-84,"",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0439
10:5A:F7:AF:8C:6C,23/70,-87,"NETIASPOT-2.4GHz-AF8C69",2.452,9,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
8C:59:C3:66:E1:23,23/70,-87,"NETIASPOT-2.4GHz-66E11E",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
84:1E:A3:10:F1:14,27/70,-83,"Orange_Swiatlowod_F110",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0439
18:31:BF:BF:1E:E8,23/70,-87,"Zakladowa11F",2.472,13,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
78:98:E8:58:DD:98,23/70,-87,"dlink-DD97",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
60:32:B1:0D:57:61,24/70,-86,"TP-Link_5761",2.467,12,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0439
5C:78:F8:92:AE:26,18/70,-92,"",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
7C:10:C9:62:42:BC,20/70,-90,"gs_test_5G",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
20:83:F8:27:25:90,20/70,-90,"NETIASPOT-5GHz-272588",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
20:83:F8:39:54:50,28/70,-82,"NETIASPOT-5GHz-395448",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
68:02:B8:09:0E:5D,33/70,-77.6667,"UPC4158327",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
B8:69:F4:3B:44:E0,23/70,-85.6667,"MikroTik_5GHz",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
AC:F8:CC:3D:5D:3E,22/70,-88,"UPC0993058",2.412,1,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
78:98:E8:23:10:13,24/70,-86,"UPC4561538",2.437,6,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0439
84:16:F9:AD:8B:F6,28/70,-82.6667,"TP-LINK_AD8BF7",2.462,11,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0439
72:AC:B9:C2:A7:D8,23/70,-87.6667,"",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
52:FF:20:44:DB:47,21/70,-89,"",5.28,56,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
AC:22:05:61:05:93,26/70,-84,"UPC233C146",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
3C:17:10:44:F5:35,29/70,-80.5,"Orange_Swiatlowod_F530",5.56,112,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
84:1E:A3:10:F1:10,20/70,-90,"Orange_Swiatlowod_F110",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
98:F7:81:88:E8:4D,25/70,-85,"Pochemuchki2",2.432,5,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
B0:BE:76:6C:06:2D,21/70,-89,"ASUSsajsCAN",2.467,12,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
04:D9:F5:A5:B8:A8,19/70,-91,"ASUS",2.472,13,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
20:83:F8:4F:DD:68,22/70,-88,"NETIASPOT-5GHz-4FDD60",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0439
74:AC:B9:C1:A7:D8,32/70,-78,"Xiaomi_E225",2.442,7,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0439
AC:22:05:61:05:D1,25/70,-85,"UPC233C146",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0439
