Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
7E:AC:B9:C2:A7:D8,28/70,-82,"",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0441
68:FF:7B:26:03:DA,25/70,-85,"freak",2.457,10,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1307,17.0441
B2:00:73:F1:56:30,19/70,-91,"DIRECT-MBUX 34847",5.765,153,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0441
10:5A:F7:AE:34:74,24/70,-86.3333,"NETIASPOT-5GHz-AE346D",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0441
60:32:B1:16:73:1A,23/70,-87,"TP-Link_731B_5G",5.24,48,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0441
AE:F8:CC:3D:5D:1E,25/70,-85,"Wi-Free #InternetUPCNajszybszy",2.412,1,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0441
04:4F:4C:7A:F0:97,19/70,-88.6667,"HUAWEI-B315-F097",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1307,17.0441
34:2C:C4:92:B3:3F,23/70,-87,"Get your own",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0441
F8:AB:05:7B:8C:08,21/70,-89,"FunBox2-8C08",2.447,8,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1307,17.0441
48:4B:D4:0D:A0:57,24/70,-86,"2.4G-Vectra-WiFi-0DA052",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1307,17.0441
AC:F8:CC:3D:5D:3F,28/70,-82,"UPC0993058",5.62,124,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1307,17.0441
78:44:76:A3:15:6C,31/70,-79.6667,"784476A3156C",2.412,1,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1307,17.0441
6A:02:98:09:0E:7D,26/70,-84,"Wi-Free #InternetUPCNajszybszy",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1307,17.0441
24:4B:FE:AD:80:B0,24/70,-86,"Repeater2",2.437,6,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1307,17.0441
3C:CD:57:99:F8:D2,24/70,-86,"Korbank-internet-1622_2.4GHz",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1307,17.0441
