Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
AE:F8:CC:3D:5D:1E,25/70,-85,"Wi-Free #InternetUPCNajszybszy",2.412,1,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
04:4F:4C:7A:F0:97,26/70,-84,"HUAWEI-B315-F097",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1309,17.0443
F8:AB:05:7B:8C:08,25/70,-83.6667,"FunBox2-8C08",2.447,8,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1309,17.0443
AC:F8:CC:3D:5D:3F,37/70,-80.3333,"UPC0993058",5.62,124,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
78:44:76:A3:15:6C,32/70,-78,"784476A3156C",2.412,1,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
6A:02:98:09:0E:7D,30/70,-80,"Wi-Free #InternetUPCNajszybszy",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
24:4B:FE:AD:80:B0,24/70,-86,"Repeater2",2.437,6,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
3C:CD:57:99:F8:D2,24/70,-86,"Korbank-internet-1622_2.4GHz",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
10:27:F5:61:7F:74,26/70,-84,"SkyNet!",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
0C:80:63:3F:5E:9B,25/70,-85,"WLAN_WRO2",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1309,17.0443
6C:60:EB:64:43:20,23/70,-87,"Korbank-internet-df86_2.4GHz",2.412,1,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
3C:84:6A:1B:01:42,35/70,-81.6667,"Midki",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
34:2C:C4:92:B2:89,26/70,-84,"UPC4561538",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
42:84:6A:1B:01:42,33/70,-77,"",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
6C:60:EB:87:88:91,23/70,-87,"Korbank-internet-1b39_2.4GHz",2.427,4,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
10:5A:F7:AF:8C:70,24/70,-86,"NETIASPOT-5GHz-AF8C69",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
68:02:B8:09:0E:5D,29/70,-81,"UPC4158327",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
52:FF:20:44:DB:47,20/70,-90,"",5.28,56,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
08:26:97:CD:43:BF,29/70,-81,"ZyXELCD43BE",2.422,3,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1309,17.0443
86:2A:FD:96:B9:07,45/70,-65,"DIRECT-07-HP DeskJet Plus 6000",2.422,3,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
7C:10:C9:62:42:B8,24/70,-86,"gs_test",2.457,10,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1309,17.0443
10:5A:F7:AE:34:70,26/70,-84,"NETIASPOT-2.4GHz-AE346D",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1309,17.0443
18:E8:29:36:99:20,22/70,-88,"bestnet2-wko-airmax.pl-717170530",5.58,116,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
60:32:B1:16:73:1B,23/70,-87,"TP-Link_731B",2.427,4,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
34:2C:C4:92:40:8D,25/70,-85,"UPC0776264",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
F8:AB:05:7B:8C:09,29/70,-84.3333,"FunBox2-8C085GHz",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
60:E3:27:5C:D0:D6,34/70,-76,"Malwa-Med",2.417,2,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
B0:A7:B9:BC:9C:52,30/70,-80,"CZY\xC5\x9ACIEC",2.427,4,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
EC:BE:DD:96:09:C0,35/70,-73.6667,"Orange_Swiatlowod_09C0",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1309,17.0443
F6:39:09:57:12:B5,24/70,-83,"DIRECT-B5-HP Laser 179fnw",2.462,11,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
04:D9:F5:A5:B8:A8,26/70,-84,"ASUS",2.472,13,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
78:A3:51:61:92:F5,24/70,-86,"Korbank-internet-4b96 5GHz",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
EC:BE:DD:96:09:C5,34/70,-75,"Orange_Swiatlowod_09C0",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
78:A3:51:61:92:F4,20/70,-90,"Korbank-internet-4b96_2.4GHz",2.412,1,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
34:2C:C4:92:A6:58,27/70,-83,"UPC3032115",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
B6:A7:B9:BC:9C:52,29/70,-81,"",2.427,4,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
54:B1:21:53:6C:5E,20/70,-86.6667,"WLAN1-5G-Y6M78H",5.56,112,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
34:2C:C4:9F:F8:48,20/70,-83.6667,"UPC7203440",5.32,64,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
34:2C:C4:4D:18:0F,22/70,-88,"UPC9035000",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
36:2C:94:4D:18:0F,21/70,-89,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
E4:57:40:E3:9E:C4,36/70,-74,"Oficjalna sie\xC4\x87 Jezusa Chrystusa",2.462,11,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
E6:57:40:E3:9E:94,36/70,-74,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
7E:AC:B9:C2:A7:D8,22/70,-88,"",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
78:A3:51:61:94:00,26/70,-84,"Korbank-internet-9288_2.4GHz",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
34:2C:C4:92:B0:86,27/70,-83,"UPC4329790",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
20:83:F8:27:25:90,18/70,-92,"NETIASPOT-5GHz-272588",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
20:83:F8:4E:F7:68,33/70,-77,"NETIASPOT-5GHz-4EF760",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
20:83:F8:4F:DD:68,26/70,-84,"NETIASPOT-5GHz-4FDD60",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
78:44:76:B9:EE:DC,26/70,-84,"784476B9EEDC",2.412,1,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
48:8F:5A:5C:90:9D,32/70,-78,"SmartEye-HV811",2.427,4,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1309,17.0443
FA:8F:CA:33:19:AC,34/70,-79,"Salon.o",2.437,6,[ 1 2 5.5 11 6 24 36 48 54 ],NoInfo,NoInfo,51.1309,17.0443
34:2C:C4:92:B0:C1,28/70,-82,"UPC4052878",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
34:2C:C4:66:DC:86,24/70,-86,"a_nie_lepiej_spacer?",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
34:2C:C4:92:B3:3F,28/70,-82,"Get your own",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
50:FF:20:34:DB:45,30/70,-80,"Kissa 2.4G",2.452,9,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
34:2C:C4:9F:E7:C5,26/70,-84,"Nowy maszt 5G",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
48:4B:D4:0D:A0:59,23/70,-87,"5G-Vectra-WiFi-0DA052",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
AE:22:05:C7:AF:9D,34/70,-76,"The Sparkling Guest",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
34:2C:C4:92:A4:F9,26/70,-84,"UPC4754698",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
D8:07:B6:99:95:F8,31/70,-79,"TP-Link_95F9",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1309,17.0443
34:2C:C4:92:A3:28,22/70,-88,"UPC3877123",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
34:2C:C4:92:B1:2A,28/70,-82,"UPC5836929",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
34:2C:C4:92:A6:36,27/70,-83,"UPC3032115",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
34:2C:C4:92:A6:82,29/70,-81,"UPC6415415",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1309,17.0443
