Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
AE:22:15:AD:06:E1,35/70,-75,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
68:FF:7B:26:03:DA,24/70,-86,"freak",2.457,10,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0437
20:83:F8:50:28:7C,24/70,-86,"NETIASPOT-5GHz-502874",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
16:27:F5:61:7F:73,23/70,-87,"",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
F4:63:1F:C2:AA:99,30/70,-74.6667,"Kocham ciebie Julcia <3",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
C4:E9:84:E7:DE:30,24/70,-86,"Korbank_Internet_111602",2.462,11,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0437
6C:BA:B8:32:57:A0,30/70,-80,"Orange_Swiatlowod_57A0",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
E4:57:40:E3:9E:C5,25/70,-85,"Oficjalna sie\xC4\x87 Jezusa Chrystusa",5.62,124,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
34:2C:C4:E7:50:A7,23/70,-87,"UPC1024805",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
5C:76:95:84:3A:0B,25/70,-86.3333,"5G-Vectra-WiFi-843A04",5.28,56,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
40:5F:7D:A3:58:0A,30/70,-82.6667,"ABORCYJNO-LEWACKA SIEC XXX 69",2.447,8,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
00:12:2A:77:70:08,34/70,-76,"NETIASPOT-777000",2.457,10,[ 1 2 5.5 11 11 ],Mb,s;,51.1306,17.0437
34:2C:C4:C1:F7:0E,25/70,-85,"UPC4738358",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
78:A3:51:61:87:C4,24/70,-86,"Korbank-internet-f668_2.4GHz",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0437
36:2C:94:D8:55:88,26/70,-84,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
34:2C:C4:38:C2:A2,30/70,-80,"Fryty:)",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
34:2C:C4:92:A6:27,30/70,-80,"UPC6415415",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
80:2A:A8:7C:BC:1D,24/70,-86,"bestnet4-wf-airmax.pl-717170530",5.66,132,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
68:02:B8:8E:FC:4E,26/70,-84,"UPC2697071",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
72:AC:B9:C2:A7:D8,19/70,-91,"",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
3C:17:10:44:F5:35,27/70,-82.3333,"Orange_Swiatlowod_F530",5.56,112,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
3C:17:10:5A:CA:6D,19/70,-91,"NATKA_5",5.56,112,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
16:27:F5:61:7F:74,35/70,-75,"",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0437
84:1E:A3:10:F1:10,18/70,-87,"Orange_Swiatlowod_F110",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
34:2C:C4:C1:F7:1C,24/70,-86,"UPC4738358",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
B0:BB:E5:C1:D2:1C,27/70,-83,"Orange_Swiatlowod_D21C",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
7C:8B:CA:2D:FE:D2,29/70,-81,"Griswoldowie",2.457,10,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
D8:7D:7F:8D:BA:B9,19/70,-91,"FunBox2-BAB8",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
B0:BB:E5:C1:D2:21,21/70,-89,"Orange_Swiatlowod_D21C",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
34:2C:C4:92:A6:B0,25/70,-85,"UPC4954154",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
D4:F8:29:AC:FE:D0,29/70,-81,"Orange_Swiatlowod_FED0",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
20:83:F8:50:28:78,30/70,-80,"Barbie Dreamhouse",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
C4:E9:84:CA:28:D0,32/70,-75.6667,"TP-LINK_CA28D1",2.427,4,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0437
50:FF:20:34:DB:45,34/70,-76,"Kissa 2.4G",2.452,9,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
60:32:B1:10:FC:E3,25/70,-85,"Griswoldowie_EXT",2.457,10,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
50:6F:0C:4A:D4:80,22/70,-87,"Orange_Swiatlowod_D480",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
C0:3C:04:49:7E:F5,27/70,-83,"Orange_Swiatlowod_7EF0",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
C0:3C:04:49:7E:F0,35/70,-75,"Orange_Swiatlowod_7EF0",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
B4:43:0D:D8:95:7C,28/70,-80.6667,"icongo-d8957c",2.447,8,[ 1 2 5.5 11 9 6 12 24 48 ],NoInfo,NoInfo,51.1306,17.0437
34:0A:33:B0:FF:BE,38/70,-71.3333,"dlink-FFBD",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
A0:63:91:08:43:72,26/70,-84,"thirtydoorkey",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
84:A1:D1:C6:ED:A5,21/70,-89,"Orange_Swiatlowod_EDA0",5.56,112,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
68:FF:7B:E4:06:03,31/70,-79,"TP-Link_0604",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
20:83:F8:4F:DD:64,33/70,-77,"NETIASPOT-2.4GHz-4FDD60",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
38:43:7D:49:36:C9,28/70,-82,"UPC0536861",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
3A:43:1D:49:36:C9,30/70,-80,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
5C:76:95:84:3A:09,31/70,-80.5,"2.4G-Vectra-WiFi-843A04",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
72:AC:B9:C1:A7:D8,32/70,-81,"",2.442,7,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0437
20:83:F8:4B:33:1C,27/70,-84,"Tresor_Club 5GH",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
B4:4B:D6:C1:E9:6D,34/70,-76,"Dom",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0437
E4:BE:ED:08:F9:B4,33/70,-77,"Korbank-internet_2.4G_08F9B4",2.437,6,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0437
40:5B:D8:70:32:06,24/70,-86,"2.4G-Vectra-WiFi-703200",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
30:93:BC:94:A5:00,28/70,-82,"Orange_Swiatlowod_A500",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
2C:56:DC:EF:DD:00,23/70,-87,"Zaklady",2.472,13,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0437
50:FF:20:34:DB:47,22/70,-88,"Kissa 5G",5.28,56,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
98:FC:11:79:10:D0,27/70,-83,"IKAR",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
20:83:F8:4B:33:18,31/70,-79,"NETIASPOT-2.4GHz-4B3314",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0437
B4:4B:D6:C1:E9:6C,20/70,-90,"Dom",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
10:5A:F7:AF:8C:70,23/70,-87,"NETIASPOT-5GHz-AF8C69",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0437
