Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
7A:98:E8:53:9F:BF,21/70,-89,"Iskierka_goscie",5.24,48,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
34:0A:33:B0:FF:BF,20/70,-90,"dlink-FFBD",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
84:D8:1B:35:D7:CB,30/70,-80,"okrutne_kobiety",2.427,4,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1308,17.0448
E8:D2:FF:D6:13:30,28/70,-83.3333,"Orange_Swiatlowod_1330",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1308,17.0448
00:12:2A:B3:65:78,27/70,-83,"NETIASPOT-B36570",2.472,13,[ 1 2 5.5 11 11 ],Mb,s;,51.1308,17.0448
34:2C:C4:C7:0D:FC,25/70,-85,"UPC6485810",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1308,17.0448
34:2C:C4:92:B0:60,32/70,-78,"UPC4479954",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1308,17.0448
04:42:1A:7B:65:D4,27/70,-86.6667,"DANGEROUS_MALWARE.EXE",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
34:7A:60:D9:5F:A6,22/70,-88,"UPC501157526",5.24,48,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
34:2C:C4:9F:FC:51,29/70,-81,"UPC0308688",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
34:2C:C4:9F:F8:1B,30/70,-80,"Burbon",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
34:2C:C4:9F:EE:39,29/70,-81,"UPC8466308",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
34:2C:C4:92:A5:7E,21/70,-89,"***** ***-5",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
34:2C:C4:9F:E7:C5,29/70,-81,"Nowy maszt 5G",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
84:D8:1B:35:D7:CA,20/70,-87.6667,"okrutne_kobiety",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
72:5A:B0:C9:C4:17,22/70,-88,"",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
00:31:92:78:49:0B,25/70,-85,"TP-Link_490B",2.447,8,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1308,17.0448
E8:D2:FF:F4:55:20,22/70,-88,"Orange_Swiatlowod_5520",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
3A:43:1D:49:36:C9,31/70,-78.6667,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1308,17.0448
D2:C9:E3:3B:69:99,29/70,-81,"",2.457,10,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1308,17.0448
F6:39:09:57:12:B5,27/70,-81,"DIRECT-B5-HP Laser 179fnw",2.462,11,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
6C:BA:B8:49:4A:80,33/70,-76,"Orange_Swiatlowod_4A80",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1308,17.0448
52:FF:20:51:E1:5E,24/70,-86,"idom-55",2.472,13,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
34:2C:C4:9F:E9:C2,26/70,-84,"UPC9114338",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
D4:F8:29:8E:10:15,24/70,-86,"Orange_Swiatlowod_1010",5.52,104,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
20:83:F8:13:EA:A0,26/70,-84,"Martynka",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
78:98:E8:59:13:D8,28/70,-82,"dlink-13D7",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1308,17.0448
34:2C:C4:92:A6:82,26/70,-84,"UPC6415415",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
80:2A:A8:7C:BC:1D,23/70,-87,"bestnet4-wf-airmax.pl-717170530",5.66,132,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
4C:0F:C7:0C:77:17,34/70,-73.5,"zxc",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1308,17.0448
60:3D:26:8A:FC:19,20/70,-90,"5G-Vectra-WiFi-8AFC12",5.52,104,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
04:42:1A:7B:65:D0,25/70,-85,"DANGEROUS_MALWARE.EXE",2.417,2,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1308,17.0448
34:2C:C4:93:2E:A3,25/70,-82,"UPC6612779",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1308,17.0448
36:2C:94:C7:0D:FC,37/70,-73,"Wi-Free #InternetUPCNajszybszy",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1308,17.0448
A8:5E:45:94:0F:A0,33/70,-77,"HomeOnly",2.427,4,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1308,17.0448
00:54:AF:59:98:89,39/70,-71,"Hotspot9889",2.472,13,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1308,17.0448
20:83:F8:39:08:88,20/70,-90,"NETIASPOT-5GHz-390880",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
D8:07:B6:7B:C8:1A,30/70,-80,"ZEBRA_5G",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
04:D9:F5:A5:B8:A8,25/70,-85,"ASUS",2.472,13,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1308,17.0448
AC:F8:CC:04:05:51,21/70,-89,"UPC8811355",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
34:2C:C4:9F:C7:D3,26/70,-84,"UPC5482181x",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1308,17.0448
